Date,Host,Service,transactionId,logTag,Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.641Z,"""sc-03-prod-westeurope-f5ab01fc-cast000000-sc-03-prod-westeurope""","""bi-services""","""00BF29ACEDCD4C469744B0AD3BFFCECF""","""BI : - Response from Job Manager""","BIStatus -> {""status"":""COMPLETED"",""transactionId"":""00BF29ACEDCD4C469744B0AD3BFFCECF""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.641Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""","""END""",Job Manager - Exit service | Total time taken: 24 MILLISECONDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.630Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""","""KEY_INFO""","{""logType"":""EVENT"",""dateTime"":""2024-10-14T06:05:43.630+0000"",""date"":1728885943630,""hostName"":""crf-jm-async-prod-24-10-1-14-deployment-798c5d79d6-2995d"",""logTag"":""KEY_INFO"",""EventLogsTotalTime"":169,""transactionId"":""00BF29ACEDCD4C469744B0AD3BFFCECF"",""sourceStackId"":""EU"",""duration"":{""totalTime"":169,""waitTime"":0,""timeUnit"":""MILLISECONDS""},""thread_id"":""21081"",""context"":{""reportName"":""KPI"",""datasetId"":""34202"",""datasetStackId"":""EU""},""event"":{""action"":""Execute"",""type"":""pre-run""},""sourceApplication"":{""originatingAppCode"":""NDSC"",""componentCode"":""NDSC_JM"",""appDisplayName"":""NielsenIQ Discover"",""appCode"":""NDSC"",""componentDisplayName"":""Job Manager""},""user"":{""country"":""Poland"",""organisationName"":""Nielsen Europe"",""organisationId"":""f6c986e32ae587c21be527019ce71218"",""homeStackId"":""EU"",""displayName"":""Walczuk Agnieszka"",""emailId"":""walczuk.agnieszka@nielseniq.com"",""userId"":""a187b47f376d7821d33f91f2e2a290a0"",""organisationHomeStackId"":""EU""},""status"":{""error"":false,""statusCode"":""SUCCESS""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.630Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""",,Time taken for BiPackage Processing (http-nio-8080-exec-41) - 13 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.630Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""",,posted the end log to CUA trigger queue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.629Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""","""METERING_EVENTHUB_COMPONENT""","Metering message published in event hub for message : {""transactionId"":""00BF29ACEDCD4C469744B0AD3BFFCECF"",""hostName"":""crf-jm-async-prod-24-10-1-14-deployment-798c5d79d6-2995d"",""logType"":""EVENT"",""dateTime"":""2024-10-14T06:05:43.621+0000"",""sourceApplication"":{""originatingAppCode"":""NDSC"",""appCode"":""NDSC"",""appDisplayName"":""NielsenIQ Discover"",""componentCode"":""NDSC_JM"",""componentDisplayName"":""Job Manager""},""user"":{""emailId"":""walczuk.agnieszka@nielseniq.com"",""userId"":""a187b47f376d7821d33f91f2e2a290a0"",""displayName"":""Walczuk Agnieszka"",""organisationId"":""f6c986e32ae587c21be527019ce71218"",""organisationName"":""Nielsen Europe"",""country"":""Poland"",""homeStackId"":""EU"",""organisationHomeStackId"":""EU""},""context"":{""datasetStackId"":""EU"",""reportName"":""KPI""},""event"":{""type"":""pre-run"",""action"":""Execute""},""duration"":{""timeUnit"":""MILLISECONDS"",""totalTime"":11471,""waitTime"":0},""status"":{""statusCode"":""SUCCESS"",""error"":false},""logTag"":""TASK END"",""sourceStackId"":""EU""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.621Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""","""TASK END""","{""logType"":""EVENT"",""dateTime"":""2024-10-14T06:05:43.621+0000"",""date"":1728885943621,""hostName"":""crf-jm-async-prod-24-10-1-14-deployment-798c5d79d6-2995d"",""logTag"":""TASK END"",""EventLogsTotalTime"":11471,""transactionId"":""00BF29ACEDCD4C469744B0AD3BFFCECF"",""sourceStackId"":""EU"",""duration"":{""totalTime"":11471,""waitTime"":0,""timeUnit"":""MILLISECONDS""},""thread_id"":""21081"",""context"":{""reportName"":""KPI"",""datasetStackId"":""EU""},""event"":{""action"":""Execute"",""type"":""CHARACTERISTIC""},""sourceApplication"":{""originatingAppCode"":""NDSC"",""componentCode"":""NDSC_JM"",""appDisplayName"":""NielsenIQ Discover"",""appCode"":""NDSC"",""componentDisplayName"":""Job Manager""},""user"":{""country"":""Poland"",""organisationName"":""Nielsen Europe"",""organisationId"":""f6c986e32ae587c21be527019ce71218"",""homeStackId"":""EU"",""displayName"":""Walczuk Agnieszka"",""emailId"":""walczuk.agnieszka@nielseniq.com"",""userId"":""a187b47f376d7821d33f91f2e2a290a0"",""organisationHomeStackId"":""EU""},""status"":{""error"":false,""statusCode"":""SUCCESS""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.621Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""","""TASK END""","{""logType"":""EVENT"",""dateTime"":""2024-10-14T06:05:43.621+0000"",""date"":1728885943621,""hostName"":""crf-jm-async-prod-24-10-1-14-deployment-798c5d79d6-2995d"",""logTag"":""TASK END"",""EventLogsTotalTime"":11471,""transactionId"":""00BF29ACEDCD4C469744B0AD3BFFCECF"",""sourceStackId"":""EU"",""duration"":{""totalTime"":11471,""waitTime"":0,""timeUnit"":""MILLISECONDS""},""thread_id"":""21081"",""context"":{""reportName"":""KPI"",""datasetStackId"":""EU""},""event"":{""action"":""Execute"",""type"":""pre-run""},""sourceApplication"":{""originatingAppCode"":""NDSC"",""componentCode"":""NDSC_JM"",""appDisplayName"":""NielsenIQ Discover"",""appCode"":""NDSC"",""componentDisplayName"":""Job Manager""},""user"":{""country"":""Poland"",""organisationName"":""Nielsen Europe"",""organisationId"":""f6c986e32ae587c21be527019ce71218"",""homeStackId"":""EU"",""displayName"":""Walczuk Agnieszka"",""emailId"":""walczuk.agnieszka@nielseniq.com"",""userId"":""a187b47f376d7821d33f91f2e2a290a0"",""organisationHomeStackId"":""EU""},""status"":{""error"":false,""statusCode"":""SUCCESS""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.621Z,"""sc-03-prod-westeurope-94ece8d2-cast000000-sc-03-prod-westeurope""","""umb-ingestion-routing""","""00BF29ACEDCD4C469744B0AD3BFFCECF""","""TASK END""","{""logType"":""EVENT"",""dateTime"":""2024-10-14T06:05:43.621+0000"",""hostName"":""crf-jm-async-prod-24-10-1-14-deployment-798c5d79d6-2995d"",""logTag"":""TASK END"",""EventLogsTotalTime"":11471,""transactionId"":""00BF29ACEDCD4C469744B0AD3BFFCECF"",""sourceStackId"":""EU"",""duration"":{""totalTime"":11471,""waitTime"":0,""timeUnit"":""MILLISECONDS""},""context"":{""reportName"":""KPI"",""datasetStackId"":""EU""},""event"":{""action"":""Execute"",""type"":""pre-run""},""sourceApplication"":{""originatingAppCode"":""NDSC"",""componentCode"":""NDSC_JM"",""appDisplayName"":""NielsenIQ Discover"",""appCode"":""NDSC"",""componentDisplayName"":""Job Manager""},""user"":{""country"":""Poland"",""organisationName"":""Nielsen Europe"",""organisationId"":""f6c986e32ae587c21be527019ce71218"",""homeStackId"":""EU"",""displayName"":""Walczuk Agnieszka"",""emailId"":""walczuk.agnieszka@nielseniq.com"",""userId"":""a187b47f376d7821d33f91f2e2a290a0"",""organisationHomeStackId"":""EU""},""status"":{""error"":false,""statusCode"":""SUCCESS""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.620Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""",,BIPackage is being consumed for jobId 81c968b7-3e0e-4337-a9a4-84b6d9ed2667 and userId walczuk.agnieszka@nielseniq.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14T06:05:43.617Z,"""sc-03-prod-westeurope-c922593a-cast000000-sc-03-prod-westeurope""","""crf-jm-async""","""00BF29ACEDCD4C469744B0AD3BFFCECF""",,"BIPackage received from BISVC: {""biContext"":{""cacheRefreshOnly"":false,""isExport"":false,""rqId"":""00BF29ACEDCD4C469744B0AD3BFFCECF"",""notifyLater"":false,""priority"":0,""friendlyURL"":false,""useSAN"":false,""isPrerun"":false,""isListRangeAboveUIDataLimit"":false,""dotInfo"":false,""isMultiply"":false,""isCorrelationRequired"":false,""isCachedOnly"":false,""hasCumulativeSum"":false,""isFilterFactCsumPageBy"":false,""isFixedItem"":false,""isMetadataEnabled"":false,""cellCountRequest"":false,""isRenamed"":false,""isPreview"":false,""isUiExport"":false,""applyFilterOnSpecificComp"":false},""userContext"":{""userId"":""walczuk.agnieszka@nielseniq.com""},""reqCtxt"":{""categoryId"":""34202"",""multiRegionAttrs"":[{""name"":""X-NIQ-DISCOVER-TXN-ORIGIN-STACK-ID"",""value"":""EU""},{""name"":""X-NIQ-DISCOVER-CLIENT-HOME-STACK-ID"",""value"":""EU""},{""name"":""X-NIQ-DISCOVER-USER-HOME-STACK-ID"",""value"":""EU""},{""name"":""X-NIQ-DISCOVER-TARGET-STACK-ID"",""value"":""EU""},{""name"":""BISVC_ENV"",""value"":""prod-eu""}],""isPreviewCount"":false,""isFastFilters"":false,""isCustomShare"":false,""isCompactModel"":false,""isCaseRequest"":false,""isRowShareBasis"":false,""isAllOthers"":false,""isBdEnabled"":false,""isRenameEnabled"":false,""isFixedItem"":false,""discoverMeteringAttrs"":[{""name"":""SMB_ORG_FLAG"",""value"":""FALSE""},{""name"":""reportName"",""value"":""KPI""},{""name"":""orgName"",""value"":""Nielsen Europe""},{""name"":""userEmail"",""value"":""walczuk.agnieszka@nielseniq.com""},{""name"":""orgId"",""value"":""f6c986e32ae587c21be527019ce71218""},{""name"":""dispName"",""value"":""Walczuk Agnieszka""},{""name"":""datasetStackId"",""value"":""EU""},{""name"":""orgId"",""value"":""f6c986e32ae587c21be527019ce71218""},{""name"":""userId"",""value"":""a187b47f376d7821d33f91f2e2a290a0""},{""name"":""country"",""value"":""Poland""},{""name"":""requestProcessingTime"",""value"":""156""}],""startTime"":1728885932217,""isSkipHashing"":false},""packageFilePath"":""34202/2247646/FCT-MRKT-PRD-PRDC/7658c0a58503ed6667bc7d13e6b5fdfccee02e47948dc00d8dc8c6c1dcd9880d"",""isCompact"":false,""metaFilePath"":""34202/2247646/FCT-MRKT-PRD-PRDC/7658c0a58503ed6667bc7d13e6b5fdfccee02e47948dc00d8dc8c6c1dcd9880d"",""index"":0,""version"":2,""officeAppUrls"":{},""status"":""SUCCESS"",""jobId"":""81c968b7-3e0e-4337-a9a4-84b6d9ed2667"",""grpTxnId"":""A76BF7ED800347AC9787168B75A10C8F"",""auditInfo"":{""totalCellCount"":10,""noOfRows"":2,""noOfColumns"":5,""attributes"":[{""name"":""DF_ADAPTER_NUM_CELLS"",""value"":""10""},{""name"":""DF_TOTAL_NUM_CELLS"",""value"":""10""},{""name"":""DF_ADAPTER_COMPOSITE_GRID_SIZE"",""value"":""10""},{""name"":""DF_ADAPTER_TIME"",""value"":""9206""},{""name"":""DF_CACHE_NUM_DOTS_MATCHED"",""value"":""0""},{""name"":""DF_CACHE_RERUN_WHOLE_REQUEST"",""value"":""true""},{""name"":""DF_CACHE_RERUN_REASON"",""value"":""NO_DOTS_MATCHED""},{""name"":""DF_CACHE_NUM_DOTS_REQUESTED"",""value"":""2""},{""name"":""DF_CACHE_HIT_RATIO"",""value"":""0.0""},{""name"":""DF_CACHE_TIME"",""value"":""6""},{""name"":""DF_TOTAL_DOTS_RECEIVED"",""value"":""2""},{""name"":""DF_TOTAL_FACTS_RECEIVED"",""value"":""2""},{""name"":""DF_USER_EMAIL_ID"",""value"":""walczuk.agnieszka@nielseniq.com""},{""name"":""DF_DATASET_ID"",""value"":""34202""},{""name"":""DF_REQUEST_REPORTNAME"",""value"":""KPI""},{""name"":""DF_REQUEST_DATAMODEL"",""value"":""SCAN""},{""name"":""DF_REQUEST_SOLUTION"",""value"":""SCAN""},{""name"":""DF_REQUEST_HASHCODE"",""value"":""-597297140""},{""name"":""DF_REQUEST_SOURCE"",""value"":""NielsenIQ Discover""},{""name"":""DF_VERSION_DATASET_ID"",""value"":""2247646""},{""name"":""DF_REQUEST_TYPE"",""value"":""Metrics""},{""name"":""DF_CONDITION_TYPE"",""value"":""NA""}]},""biCache"":false,""retrievedCellCount"":""10"",""isColumnDrillEnabled"":false}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
